id,word_id,example,translate
1324,1324,Many white-collar workers enjoy flexible working hours.,Многие офисные работники наслаждаются гибким графиком работы.
1325,1325,Blue-collar workers often perform manual labor in factories.,Рабочие часто выполняют физический труд на фабриках.
1326,1326,The gig economy offers many short-term job opportunities.,Гиг-экономика предлагает множество краткосрочных рабочих возможностей.
1327,1327,The consumer has more choices than ever before.,"У потребителя сейчас больше выбора, чем когда-либо."
1328,1328,High consumption of sugar can lead to health problems.,Высокое потребление сахара может привести к проблемам со здоровьем.
1329,1329,She works in retail and loves helping customers.,Она работает в рознице и любит помогать клиентам.
1330,1330,They buy products at wholesale prices to save money.,"Они покупают товары по оптовым ценам, чтобы сэкономить деньги."
1331,1331,E-commerce has changed how we shop online today.,"Электронная коммерция изменила то, как мы покупаем в интернете сегодня."
1332,1332,I received a loyalty card that gives me discounts.,"Я получил карту лояльности, которая дает мне скидки."
1333,1333,"That dress was an impulse buy, but I love it.","Это платье было импульсной покупкой, но мне оно нравится."
1334,1334,We went window shopping and enjoyed looking at the displays.,Мы пошли разглядывать витрины и наслаждались просмотром витрин.
1335,1335,This book became a bestseller in just a few weeks.,Эта книга стала бестселлером всего за несколько недель.
1336,1336,He was caught selling counterfeit goods at the market.,Его поймали на продаже подделок на рынке.
1337,1337,Make sure to keep the warranty for your new phone.,"Убедитесь, что у вас есть гарантия на ваш новый телефон."
1338,1338,She filed a complaint about the poor service at the restaurant.,Она подала жалобу на плохое обслуживание в ресторане.
1339,1339,It's common to haggle at flea markets for better prices.,Торговаться на блошиных рынках — обычное дело для получения лучших цен.
1340,1340,I decided to splurge on a fancy dinner for my birthday.,Я решил транжирить на шикарный ужин на свой день рождения.
1341,1341,They need to cut back on spending to save for a vacation.,"Им нужно сократить траты, чтобы сэкономить на отпуск."
1342,1342,That store will rip you off if you're not careful.,"Этот магазин обдерет вас, если вы не будете осторожны."
1343,1343,It's wise to shop around before making a big purchase.,Умно сравнивать цены перед крупной покупкой.
1344,1344,Many designer items are often overpriced for what they are.,"Многие дизайнерские вещи часто завышены по цене за то, что они представляют."
1345,1345,This restaurant offers good value for the quality of food.,Этот ресторан предлагает выгодное соотношение цены и качества еды.
1346,1346,They stayed in a luxurious hotel during their vacation.,Они остановились в роскошном отеле во время отпуска.
1347,1347,She prefers to buy from brands that are ethical and sustainable.,"Она предпочитает покупать у брендов, которые являются этичными и устойчивыми."
1348,1348,Fast fashion brands produce trendy clothes at low prices.,Бренды быстрой моды производят модную одежду по низким ценам.
1349,1349,I bought a second-hand bike that works perfectly.,"Я купил секонд-хенд велосипед, который прекрасно работает."
1350,1350,She is very brand-conscious and only wears designer clothes.,Она очень одержима брендами и носит только дизайнерскую одежду.
1351,1351,Driving that car is a clear status symbol in our city.,Вождение этой машины является явным символом статуса в нашем городе.
1352,1352,The main issue we need to discuss is the budget.,"Основная проблема, которую нам нужно обсудить, это бюджет."
1353,1353,The controversy around the new law has sparked many debates.,Спор вокруг нового закона вызвал много дебатов.
1354,1354,The debate on climate change is becoming more urgent.,Дебаты по вопросам изменения климата становятся всё более актуальными.
1355,1355,Their argument about politics lasted for hours.,Их спор о политике длился несколько часов.
1356,1356,His claim about the product's effectiveness surprised everyone.,Его утверждение о эффективности продукта удивило всех.
1357,1357,I value your opinion on this important matter.,Я ценю твоё мнение по этому важному вопросу.
1358,1358,"From my point of view, we should take action now.","С моей точки зрения, нам следует действовать сейчас."
1359,1359,Let's weigh the pros and cons before making a decision.,"Давайте взвесим плюсы и минусы, прежде чем принять решение."
1360,1360,There is always a trade-off between quality and price.,Всегда существует компромисс между качеством и ценой.
1361,1361,We need to address the concerns of the community.,Нам нужно рассмотреть опасения сообщества.
1362,1362,It's time to tackle the problems we've been ignoring.,"Пора браться за проблемы, которые мы игнорировали."
1363,1363,Don't overlook the small details in your report.,Не упускай мелкие детали в своём отчёте.
1364,1364,You shouldn't exaggerate the difficulties of the project.,Тебе не следует преувеличивать трудности проекта.
1365,1365,Never underestimate the power of a good idea.,Никогда не недооценивай силу хорошей идеи.
1366,1366,You need to justify your decision with solid evidence.,Тебе нужно оправдать своё решение убедительными доказательствами.
1367,1367,Many residents object to the new construction plans.,Многие жители возражают против новых планов застройки.
1368,1368,I am in favour of implementing new safety measures.,Я за внедрение новых мер безопасности.
1369,1369,She argued against the proposed changes to the law.,Она выступила против предложенных изменений в закон.
1370,1370,"As far as I am concerned, the meeting was a success.","Что касается меня, встреча была успешной."
1371,1371,"To a certain extent, I agree with your opinion.",В определённой степени я согласен с вашим мнением.
1372,1372,"On the one hand, it’s a good idea to invest.","С одной стороны, это хорошая идея — инвестировать."
1373,1373,"On the other hand, it carries some risks.","С другой стороны, это несёт некоторые риски."
1374,1374,The documentary raised several controversial issues.,Документальный фильм поднял несколько спорных вопросов.
1375,1375,Her argument was very convincing and well-structured.,Её аргумент был очень убедительным и хорошо структурированным.
1376,1376,We need an objective view on this matter.,Нам нужен объективный взгляд на этот вопрос.
1377,1377,The body needs regular exercise to stay healthy.,"Тело нуждается в регулярных физических упражнениях, чтобы оставаться здоровым."
1378,1378,Good posture can improve your overall health.,Хорошая осанка может улучшить ваше общее здоровье.
1379,1379,He made a welcoming gesture to the guests.,Он сделал приветственный жест гостям.
1380,1380,Her facial expression showed that she was surprised.,"Её выражение лица показало, что она была удивлена."
1381,1381,Maintaining eye contact is important during conversations.,Поддержание зрительного контакта важно во время разговоров.
1382,1382,A firm handshake is a sign of confidence.,Уверенное рукопожатие — признак уверенности.
1383,1383,Everyone needs their own personal space to feel comfortable.,"Каждому нужно своё личное пространство, чтобы чувствовать себя комфортно."
1384,1384,Body language can communicate feelings more than words.,"Язык тела может передавать чувства больше, чем слова."
1385,1385,The tone of voice can change the meaning of a message.,Тон голоса может изменить смысл сообщения.
1386,1386,He just shrugged when I asked him about it.,"Он просто пожимал плечами, когда я спросил его об этом."
1387,1387,She gave a nod to show her agreement.,"Она кивнула, чтобы показать своё согласие."
1388,1388,He tends to frown when he is deep in thought.,"Он склонен хмуриться, когда глубоко задумался."
1389,1389,I always yawn when I feel tired.,"Я всегда зеваю, когда чувствую усталость."
1390,1390,She tends to blush when someone compliments her.,"Она, как правило, краснеет, когда кто-то делает ей комплимент."
1391,1391,He likes to stare at the stars at night.,Ему нравится пристально смотреть на звезды ночью.
1392,1392,I took a quick glance at the clock.,Я быстро взглянул на часы.
1393,1393,They whisper secrets to each other during class.,Они шепчут друг другу секреты во время урока.
1394,1394,He had to shout to be heard over the noise.,"Ему пришлось кричать, чтобы его услышали на фоне шума."
1395,1395,Please don't interrupt me while I'm speaking.,"Пожалуйста, не перебивай меня, пока я говорю."
1396,1396,I think you got the wrong end of the stick about the meeting.,"Я думаю, ты неправильно понял насчет встречи."
1397,1397,"To break the ice, he told a funny story.","Чтобы снять напряжение, он рассказал смешную историю."
1398,1398,We made small talk while waiting for the bus.,"Мы вели светскую беседу, пока ждали автобус."
1399,1399,The silence in the room felt really awkward.,Тишина в комнате казалась действительно неловкой.
1400,1400,Her spontaneous decision surprised everyone.,Ее спонтанное решение удивило всех.
1401,1401,He was very tactful in his response to the criticism.,Он был очень тактичен в своем ответе на критику.
1402,1402,His blunt remarks often hurt people's feelings.,Его прямолинейные замечания часто ранят чувства людей.
1403,1403,Science helps us understand the world better.,Наука помогает нам лучше понять мир.
1404,1404,The scientist conducted an experiment to test her theory.,"Ученый провел эксперимент, чтобы проверить свою теорию."
1405,1405,Her theory explains how the universe began.,"Ее теория объясняет, как началась вселенная."
1406,1406,They proposed a new hypothesis based on their findings.,Они предложили новую гипотезу на основе своих находок.
1407,1407,The lab is equipped with the latest technology.,Лаборатория оснащена новейшими технологиями.
1408,1408,The researcher published his findings in a journal.,Исследователь опубликовал свои результаты в журнале.
1409,1409,The discovery of new planets fascinates many scientists.,Открытие новых планет увлекает многих ученых.
1410,1410,This company is known for its innovation in technology.,Эта компания известна своими инновациями в технологии.
1411,1411,The researchers made a breakthrough in cancer treatment.,Исследователи сделали прорыв в лечении рака.
1412,1412,Some medications can have a serious side effect.,Некоторые лекарства могут иметь серьезный побочный эффект.
1413,1413,The vaccine was developed to fight the virus effectively.,Вакцина была разработана для эффективной борьбы с вирусом.
1414,1414,Scientists are studying the gene responsible for this disease.,"Ученые изучают ген, ответственный за это заболевание."
1415,1415,DNA contains the genetic information of living organisms.,ДНК содержит генетическую информацию живых организмов.
1416,1416,They created a clone of the original plant for research.,Они создали клон оригинального растения для исследований.
1417,1417,The experiment will prove whether the theory is correct.,"Эксперимент докажет, правильна ли теория."
1418,1418,He managed to disprove the common myth about the disease.,Ему удалось опровергнуть общий миф о болезни.
1419,1419,We need to analyse the results before making a decision.,Нам нужно проанализировать результаты перед принятием решения.
1420,1420,You should measure the ingredients accurately for the recipe.,Вам следует точно измерить ингредиенты для рецепта.
1421,1421,We can observe the stars clearly tonight.,Мы можем наблюдать звезды ясно этой ночью.
1422,1422,"From the data, we can conclude that the project was successful.","Из данных мы можем сделать вывод, что проект был успешным."
1423,1423,They will carry out the experiment next week.,Они проведут эксперимент на следующей неделе.
1424,1424,She will come up with a new idea for the project.,Она придумает новую идею для проекта.
1425,1425,His calculations were very accurate and reliable.,Его вычисления были очень точными и надежными.
1426,1426,The groundbreaking research changed our understanding of genetics.,Новаторское исследование изменило наше понимание генетики.
1427,1427,The scientist faced an ethical dilemma in her research.,Ученый столкнулся с этической дилеммой в своем исследовании.
1428,1428,The article was published after a thorough peer review process.,Статья была опубликована после тщательного процесса рецензирования.
1429,1429,She loves visiting museums to see modern art.,"Ей нравится посещать музеи, чтобы увидеть современное искусство."
1430,1430,The painting on the wall is a famous landscape.,Картина на стене - это известный пейзаж.
1431,1431,He created a beautiful sculpture from marble.,Он создал прекрасную скульптуру из мрамора.
1432,1432,We spent the afternoon in the art gallery downtown.,Мы провели вечер в художественной галерее в центре города.
1433,1433,The artist unveiled his latest masterpiece last night.,Художник представил свой последний шедевр прошлой ночью.
1434,1434,The audience applauded loudly after the performance.,Публика громко аплодировала после выступления.
1435,1435,Her performance in the play was truly captivating.,Её выступление в пьесе было действительно захватывающим.
1436,1436,The rehearsal for the concert starts at six o'clock.,Репетиция концерта начинается в шесть часов.
1437,1437,The actors waited nervously behind the stage.,Актёры нервно ждали за сценой.
1438,1438,The plot of the novel is full of unexpected twists.,Сюжет романа полон неожиданных поворотов.
1439,1439,Each character in the story has a unique background.,Каждый персонаж в истории имеет уникальное прошлое.
1440,1440,She is writing a novel about her travels around the world.,Она пишет роман о своих путешествиях по миру.
1441,1441,He enjoys reading poetry in his free time.,Ему нравится читать поэзию в свободное время.
1442,1442,The lyrics of this song are very emotional and deep.,Текст этой песни очень эмоциональный и глубокий.
1443,1443,He likes to compose music in his spare time.,Ему нравится сочинять музыку в свободное время.
1444,1444,They will perform at the festival next weekend.,Они будут исполнять на фестивале в следующие выходные.
1445,1445,The artist aims to portray everyday life in his paintings.,Художник стремится изображать повседневную жизнь в своих картинах.
1446,1446,The mural depicts scenes from local history.,Фреска изображает сцены из местной истории.
1447,1447,Her story can inspire many young writers.,Её история может вдохновить многих молодых писателей.
1448,1448,I really appreciate the effort you put into this project.,"Я действительно ценю усилия, которые вы вложили в этот проект."
1449,1449,His painting was very abstract and difficult to understand.,Его картина была очень абстрактной и трудной для понимания.
1450,1450,The movie provided a realistic view of life in the city.,Фильм дал реалистичное представление о жизни в городе.
1451,1451,The speech was so moving that many people cried.,"Речь была такой трогательной, что многие люди плакали."
1452,1452,The book is thought-provoking and challenges many beliefs.,Книга наводит на размышления и ставит под сомнение многие убеждения.
1453,1453,I think that movie is overrated and not worth watching.,"Я думаю, что этот фильм переоценён и не стоит просмотра."
1454,1454,This artist is underrated and deserves more recognition.,Этот художник недооценён и заслуживает большего признания.
1455,1455,The film broke box office records in its opening weekend.,Фильм побил кассовые сборы в свой первый уикенд.
1456,1456,The soundtrack of the film was amazing and very memorable.,Саундтрек фильма был потрясающим и очень запоминающимся.
1457,1457,Climate change has led to more weather extremes this year.,Изменение климата привело к большему количеству экстремальной погоды в этом году.
1458,1458,The hurricane caused significant damage to the coastal towns.,Ураган причинил значительный ущерб прибрежным городам.
1459,1459,"A tornado touched down in the area, destroying several homes.","Торнадо обрушился на этот район, разрушив несколько домов."
1460,1460,The earthquake shook the city and frightened many residents.,Землетрясение потрясло город и напугало многих жителей.
1461,1461,The tsunami warning was issued after the undersea earthquake.,Предупреждение о цунами было выдано после подводного землетрясения.
1462,1462,The wildfire spread quickly due to the dry conditions.,Лесной пожар быстро распространился из-за сухих условий.
1463,1463,The avalanche blocked the road and trapped several cars.,Лавина заблокировала дорогу и trapped несколько машин.
1464,1464,The landslide occurred after heavy rainfall in the area.,Оползень произошёл после сильного дождя в этом районе.
1465,1465,The famine affected thousands of people across the region.,Голод затронул тысячи людей по всему региону.
1466,1466,The outbreak of the disease was quickly contained by authorities.,Вспышка болезни была быстро сдержана властями.
1467,1467,They had to evacuate the building due to the fire alarm.,Им пришлось эвакуировать здание из-за пожарной сигнализации.
1468,1468,They worked together to rescue the trapped hikers.,"Они работали вместе, чтобы спасти застрявших туристов."
1469,1469,Many animals can survive in harsh conditions.,Многие животные могут выживать в суровых условиях.
1470,1470,"After the storm, we need to rebuild our community.",После шторма нам нужно восстановить наше сообщество.
1471,1471,I plan to donate clothes to the homeless shelter.,Я планирую жертвовать одежду в приют для бездомных.
1472,1472,She decided to volunteer at the local food bank.,Она решила работать волонтёром в местной продовольственной программе.
1473,1473,They will warn us about the upcoming storm.,Они предупредят нас о надвигающемся шторме.
1474,1474,The earthquake had a devastating impact on the city.,Землетрясение оказало разрушительное воздействие на город.
1475,1475,The region faced severe drought last summer.,Регион столкнулся с сильной засухой прошлым летом.
1476,1476,This winter has been surprisingly mild so far.,Эта зима была удивительно мягкой до сих пор.
1477,1477,The weather can be very unpredictable in spring.,Погода может быть очень непредсказуемой весной.
1478,1478,A natural disaster can change lives in an instant.,Стихийное бедствие может изменить жизни в мгновение ока.
1479,1479,International aid is crucial after a disaster.,Международная помощь очень важна после бедствия.
1480,1480,They found shelter from the rain under a tree.,Они нашли убежище от дождя под деревом.
1481,1481,The accident resulted in one casualty and several injuries.,Авария привела к одному пострадавшему и нескольким травмированным.
1482,1482,Everyone must follow the law to ensure safety.,"Каждый должен следовать закону, чтобы обеспечить безопасность."
1483,1483,Every citizen has the right to vote in elections.,Каждый гражданин имеет право голосовать на выборах.
1484,1484,It is our duty to help those in need.,Это наша обязанность - помогать нуждающимся.
1485,1485,Every citizen should participate in community activities.,Каждый гражданин должен участвовать в общественных мероприятиях.
1486,1486,The government is responsible for public safety.,Правительство несет ответственность за общественную безопасность.
1487,1487,The election will take place next month.,Выборы пройдут в следующем месяце.
1488,1488,I will vote for the candidate I believe in.,"Я проголосую за кандидата, в которого верю."
1489,1489,The campaign for clean air started last year.,Кампания за чистый воздух началась в прошлом году.
1490,1490,The new policy aims to reduce waste significantly.,Новая политика направлена на значительное сокращение отходов.
1491,1491,Many people joined the protest for climate action.,Многие люди присоединились к протесту за действия по климату.
1492,1492,They created a petition to support local farmers.,Они создали петицию в поддержку местных фермеров.
1493,1493,Freedom of speech is essential in a democracy.,Свобода слова необходима в демократии.
1494,1494,Human rights should be protected for everyone.,Права человека должны быть защищены для всех.
1495,1495,The government will ban single-use plastics next year.,Правительство запретит пластиковые изделия одноразового использования в следующем году.
1496,1496,Many countries are starting to legalise cannabis.,Многие страны начинают легализовать каннабис.
1497,1497,It is important to enforce the new regulations strictly.,Важно строго обеспечивать соблюдение новых правил.
1498,1498,They plan to abolish the outdated law next month.,Они планируют отменить устаревший закон в следующем месяце.
1499,1499,Citizens will elect a new mayor this November.,Граждане выберут нового мэра в этом ноябре.
1500,1500,People will demonstrate for their rights this weekend.,Люди будут демонстрировать за свои права в эти выходные.
1501,1501,The new rules are designed to create a fair system.,Новые правила предназначены для создания справедливой системы.
1502,1502,It is unfair to judge someone without knowing the facts.,"Несправедливо судить кого-то, не зная фактов."
1503,1503,A democratic society values the voice of its citizens.,Демократическое общество ценит голос своих граждан.
1504,1504,Corrupt practices undermine public trust in government.,Коррумпированные практики подрывают общественное доверие к правительству.
1505,1505,Civil rights movements have changed many laws.,Движения за гражданские права изменили многие законы.
1506,1506,Public opinion can influence government decisions greatly.,Общественное мнение может значительно влиять на решения правительства.
1507,1507,The food industry is adapting to new health guidelines.,Пищевая промышленность адаптируется к новым санитарным нормам.
1508,1508,The supply chain must be efficient to reduce costs.,"Цепочка поставок должна быть эффективной, чтобы снизить затраты."
1509,1509,Organic farming is becoming more popular every year.,Органическое земледелие становится всё более популярным с каждым годом.
1510,1510,Farmers use pesticide to protect their crops from insects.,"Фермеры используют пестицид, чтобы защитить свои культуры от насекомых."
1511,1511,Many processed foods contain harmful additives that we should avoid.,"Многие переработанные продукты содержат вредные добавки, которых нам следует избегать."
1512,1512,Some people are allergic to certain types of preservative in food.,Некоторые люди аллергичны к определённым видам консервантов в еде.
1513,1513,Good nutrition is essential for a healthy lifestyle.,Хорошее питание необходимо для здорового образа жизни.
1514,1514,"A slice of cake has about 250 calorie, which is quite high.","Кусок торта содержит около 250 калорий, что довольно много."
1515,1515,Chicken is a great source of protein for muscle building.,Курица является отличным источником белка для наращивания мышц.
1516,1516,Bread is a common source of carbohydrate in many diets.,Хлеб является распространённым источником углеводов во многих диетах.
1517,1517,Obesity can lead to serious health problems over time.,Ожирение может привести к серьёзным проблемам со здоровьем со временем.
1518,1518,Malnutrition affects millions of children around the world.,Недоедание затрагивает миллионы детей по всему миру.
1519,1519,Reducing food waste is important for the environment.,Сокращение пищевых отходов важно для окружающей среды.
1520,1520,Buying local products reduces food miles and supports farmers.,Покупка местных продуктов сокращает продовольственные мили и поддерживает фермеров.
1521,1521,The harvest this year was better than last year's yield.,"Урожай в этом году был лучше, чем урожай в прошлом году."
1522,1522,Wheat is one of the most important crop in the world.,Пшеница является одной из самых важных сельхозкультур в мире.
1523,1523,"Farmers raise livestock for meat, milk, and eggs.","Фермеры разводят скот для мяса, молока и яиц."
1524,1524,Seafood is rich in omega-3 fatty acids and is very healthy.,Морепродукты богаты омега-3 жирными кислотами и очень полезны.
1525,1525,I have a craving for something sweet after dinner.,У меня есть тяга к чему-то сладкому после ужина.
1526,1526,A good breakfast helps to stimulate your appetite for lunch.,Хороший завтрак помогает разбудить аппетит к обеду.
1527,1527,It takes time for your body to digest heavy meals.,"Вашему организму нужно время, чтобы переварить тяжёлую пищу."
1528,1528,It's not healthy to skip a meal regularly during the day.,Не полезно регулярно пропускать приём пищи в течение дня.
1529,1529,"If you eat too much, you will put on weight.","Если ты будешь слишком много есть, ты наберешь вес."
1530,1530,She wants to lose weight before the summer vacation.,Она хочет похудеть перед летними каникулами.
1531,1531,Eating a nutritious breakfast helps you stay focused.,Употребление питательного завтрака помогает сосредоточиться.
1532,1532,The soup was too bland for my taste.,Суп был слишком пресным для моего вкуса.
1533,1533,This chocolate cake is very rich and delicious.,Этот шоколадный торт очень сытный и вкусный.
1534,1534,I prefer raw vegetables in my salad.,Я предпочитаю сырые овощи в своем салате.
1535,1535,Good concentration is essential for studying effectively.,Хорошая концентрация необходима для эффективного обучения.
1536,1536,Her intelligence helps her solve complex problems.,Её интеллект помогает ей решать сложные задачи.
1537,1537,Creativity is important in art and design.,Креативность важна в искусстве и дизайне.
1538,1538,Animals rely on instinct to survive in the wild.,"Животные полагаются на инстинкт, чтобы выжить в дикой природе."
1539,1539,He followed his intuition and made the right choice.,Он следовал своей интуиции и сделал правильный выбор.
1540,1540,Music can evoke strong emotion in people.,Музыка может вызывать сильные эмоции у людей.
1541,1541,Her mood changed after she heard the good news.,"Её настроение изменилось после того, как она услышала хорошие новости."
1542,1542,He felt anxiety before the big presentation.,Он чувствовал тревогу перед важной презентацией.
1543,1543,She struggled with depression for many years.,Она боролась с депрессией много лет.
1544,1544,Building self-esteem is important for personal growth.,Повышение самооценки важно для личностного роста.
1545,1545,Finding motivation can be challenging at times.,Иногда найти мотивацию бывает сложно.
1546,1546,I can easily recall the details of that event.,Я могу легко вспоминать детали этого события.
1547,1547,Please remind me to call my friend later.,"Пожалуйста, напомни мне позвонить другу позже."
1548,1548,Don't distract me while I'm working on this project.,"Не отвлекай меня, пока я работаю над этим проектом."
1549,1549,I need to focus on my studies this week.,Мне нужно сфокусироваться на учёбе на этой неделе.
1550,1550,She can cope with any challenges that come her way.,"Она может справляться с любыми трудностями, которые встречаются на её пути."
1551,1551,It's not healthy to bottle up your emotions for too long.,Не полезно сдерживать свои эмоции слишком долго.
1552,1552,A good joke can really cheer you up when you're sad.,"Хорошая шутка действительно может подбодрить тебя, когда ты грустный."
1553,1553,Take a deep breath and try to calm down.,Сделай глубокий вдох и постарайся успокоиться.
1554,1554,He is often absent-minded and forgets where he puts things.,"Он часто рассеянный и забывает, куда кладёт вещи."
1555,1555,She has a sharp mind and solves problems quickly.,"У неё острый ум, и она быстро решает проблемы."
1556,1556,He is a gifted musician who plays several instruments.,"Он одарённый музыкант, который играет на нескольких инструментах."
1557,1557,I felt overwhelmed by the amount of work I had.,"Я чувствовал себя перегруженным количеством работы, которую у меня было."
1558,1558,Sometimes my mind goes blank during exams.,Иногда мой ум заходит за разум во время экзаменов.
1559,1559,I need to learn this poem by heart for class.,Мне нужно выучить это стихотворение наизусть для урока.
1560,1560,Can you give me an example of this phrase in a sentence?,Можешь привести пример этой фразы в предложении?
1561,1561,Understanding idioms can be challenging for learners.,Понимание идиом может быть сложным для изучающих.
1562,1562,Pay attention to collocations when you learn new words.,"Обращай внимание на коллокации, когда учишь новые слова."
1563,1563,Phrasal verbs can be tricky for non-native speakers.,Фразовые глаголы могут быть сложными для носителей других языков.
1564,1564,His register was too formal for the casual meeting.,Его регистр речи был слишком официальным для неформальной встречи.
1565,1565,Using slang can make your speech sound more natural.,Использование сленга может сделать твою речь более естественной.
1566,1566,She prefers formal language in her business emails.,Она предпочитает официальный язык в своих деловых письмах.
1567,1567,Informal conversations are often more enjoyable than formal ones.,"Неформальные разговоры часто более приятны, чем официальные."
1568,1568,I took his words in a literal sense at first.,Сначала я воспринял его слова в буквальном смысле.
1569,1569,Her words had a figurative meaning that surprised everyone.,"Её слова имели переносный смысл, который удивил всех."
1570,1570,Every painting has its own nuance that tells a story.,"Каждая картина имеет свои нюансы, которые рассказывают историю."
1571,1571,I hope to get across my ideas clearly in this meeting.,Я надеюсь донести свои идеи ясно на этой встрече.
1572,1572,Let me sum up the main points of our discussion.,Позвольте мне подвести итог основным моментам нашего обсуждения.
1573,1573,I want to point out the importance of teamwork.,Я хочу указать на важность командной работы.
1574,1574,She decided to bring up the issue during the discussion.,Она решила поднять тему во время обсуждения.
1575,1575,His explanation didn’t make sense to me at all.,Его объяснение совсем не имело смысла для меня.
1576,1576,"If you focus too much on details, you might miss the point.","Если ты будешь слишком сосредоточен на деталях, ты можешь не уловить суть."
1577,1577,"He is very talented; in other words, he is a genius.","Он очень талантлив; другими словами, он гений."
1578,1578,"She is leaving early, that is to say, before noon.","Она уходит рано, то есть до полудня."
1579,1579,"As a matter of fact, I’ve always loved reading.","На самом деле, я всегда любил читать."
1580,1580,"By the way, have you seen my keys anywhere?","Кстати, ты не видел мои ключи где-нибудь?"
1581,1581,"To be honest, I didn’t enjoy the movie much.","Честно говоря, мне не очень понравился фильм."
1582,1582,"Needless to say, we all agreed to the plan.","Излишне говорить, что мы все согласились с планом."
1583,1583,Please bear in mind the deadline for the project.,"Пожалуйста, имейте в виду срок сдачи проекта."
1584,1584,We need to take into account everyone's opinion.,Нам нужно принимать во внимание мнение каждого.
1585,1585,"On second thoughts, I think I will stay home today.","По зрелом размышлении, я думаю, что останусь дома сегодня."
1586,1586,The bottom line is that we need to improve our sales.,"Суть в том, что нам нужно улучшить наши продажи."
1587,1587,The subtlety of her argument impressed the audience.,Тонкость её аргумента произвела впечатление на аудиторию.
1588,1588,The implication of his statement was quite serious.,Подтекст его заявления был довольно серьезным.
1589,1589,Her assumption about the weather was proven wrong.,Её допущение о погоде оказалось неверным.
1590,1590,The argument is based on a false premise.,Аргумент основан на ложной посылке.
1591,1591,It's a common fallacy to confuse correlation with causation.,Это распространённое заблуждение путать корреляцию с причинностью.
1592,1592,His rhetoric was powerful and persuasive during the debate.,Его риторика была мощной и убедительной во время дебатов.
1593,1593,The discourse on climate change is becoming more urgent.,Дискурс о климатических изменениях становится всё более актуальным.
1594,1594,She has a unique narrative about her travels.,У неё уникальный нарратив о своих путешествиях.
1595,1595,He tried to convey his feelings through his art.,Он пытался передать свои чувства через своё искусство.
1596,1596,Her smile seemed to imply that she agreed.,"Её улыбка, казалось, подразумевала, что она согласна."
1597,1597,"From his tone, I can infer he is upset.","По его тону я могу сделать вывод, что он расстроен."
1598,1598,She will assert her rights in the meeting.,Она будет утверждать свои права на встрече.
1599,1599,He had to concede that he was wrong.,"Ему пришлось признать, что он был неправ."
1600,1600,The scientist will refute the previous claims.,Ученый опровергнет предыдущие утверждения.
1601,1601,It's important to articulate your ideas clearly.,Важно чётко формулировать свои идеи.
