id,word_id,example,translate
989,989,Tavanda bir çatlak var.,На потолке есть трещина.
990,990,Tavşan havuç yemeyi sever.,Кролик любит есть морковь.
991,991,Teleskopla yıldızları gözlemledik.,Мы наблюдали звезды в телескоп.
992,992,Telsizle iletişim kurdular.,Они связались по рации.
993,993,Profesör unvanını aldı.,Он/она получил(а) звание профессора.
994,994,O işinde gerçek bir usta.,Он настоящий мастер своего дела.
995,995,Vasıta olarak otobüsü kullandık.,В качестве транспортного средства мы использовали автобус.
996,996,Ünlü bir yazarın konferansına katıldım.,Я посетил(а) лекцию известного писателя.
997,997,Yolculuk planlarımızı yapıyoruz.,Мы строим наши планы путешествия.
998,998,Beni affet,Прости меня.
999,999,Gömleğin kırışıklarını bastırdım,Я разгладил складки на рубашке.
1000,1000,Yeni bir cihaz icat etti,Он изобрел новое устройство.
1001,1001,Belgeleri inceliyorum,Я изучаю документы.
1002,1002,Yarışmayı kazandım,Я выиграл соревнование.
1003,1003,Yeni bir gezegen keşfettiler,Они открыли новую планету.
1004,1004,Üniversiteden mezun oldu,Он окончил университет.
1005,1005,Makalesini yayımladı,Он опубликовал свою статью.
1006,1006,Ahşap bir evde yaşıyorlar.,Они живут в деревянном доме.
1007,1007,Aniden bir ses duyduk.,Мы внезапно услышали звук.
1008,1008,Asker olmak istiyor.,Он/она хочет быть солдатом.
1009,1009,Avrupa Birliği'ne üye ülkeler.,"Страны, входящие в Европейский Союз."
1010,1010,Baharatlı yemekleri sever misin?,Ты любишь острые блюда?
1011,1011,Balı kahvaltıda yerim.,Я ем мед на завтрак.
1012,1012,Bambu bitkisi hızlı büyür.,Бамбуковое растение быстро растет.
1013,1013,Başbakan yarın açıklama yapacak.,Премьер-министр сделает заявление завтра.
1014,1014,Belediye otobüsü sık gelmiyor.,Муниципальный автобус ходит нечасто.
1015,1015,Bu bölge çok yağış alıyor.,Этот регион получает много осадков.
1016,1016,Bülbülün sesi çok güzeldir.,У соловья очень красивый голос.
1017,1017,Çadırımızı kurduk.,Мы поставили нашу палатку.
1018,1018,Çekirdek çitlemeyi severim.,Я люблю грызть семечки.
1019,1019,Dağa tırmanmak zorlu bir spor.,Восхождение на гору — сложный вид спорта.
1020,1020,Köpeğin dışkısını toplamalısın.,Ты должен(должна) убрать экскременты собаки.
1021,1021,Dönerciye gidip yemek yedik.,Мы пошли в дёнерную и поели.
1022,1022,Eldivenlerimi kaybettim.,Я потерял(а) свои перчатки.
1023,1023,Etkinlik için bilet aldın mı?,Ты взял(а) билет на мероприятие?
1024,1024,Ev planını mimara gösterdik.,Мы показали план дома архитектору.
1025,1025,Falıma baktırdım.,Мне погадали.
1026,1026,Ferah bir odaya yerleştik.,Мы разместились в просторной комнате.
1027,1027,Film festivaline katılacağım.,Я буду участвовать в кинофестивале.
1028,1028,Bu bizim aile geleneğimiz.,Это наша семейная традиция.
1029,1029,Güneşli bir günde piknik yaptık.,Мы устроили пикник в солнечный день.
1030,1030,Ilık suyla duş aldım.,Я принял(а) душ теплой водой.
1031,1031,Telefon önemli bir icattır.,Телефон — важное изобретение.
1032,1032,İzleyiciler çok heyecanlıydı.,Зрители были очень взволнованы.
1033,1033,Jimnastik yapmak vücudu esnetir.,Занятия гимнастикой растягивают тело.
1034,1034,Soğuk hava için kabanımı giydim.,Я надел(а) свое зимнее пальто на холодную погоду.
1035,1035,Kampanya süresi yarın bitiyor.,Срок действия акции заканчивается завтра.
1036,1036,Kar yağışı ulaşımı etkiledi.,Снегопад повлиял на транспорт.
1037,1037,Katedralin mimarisi muhteşem.,Архитектура собора великолепна.
1038,1038,Kazağımı yünlü dolaba koydum.,Я положил(а) свой свитер в шкаф для шерстяных вещей.
1039,1039,Kıyı şeridi boyunca yürüdük.,Мы шли вдоль береговой линии.
1040,1040,Bunun benim için çok kıymeti var.,Это имеет для меня большую ценность.
1041,1041,Klozet tıkanmış.,Унитаз засорился.
1042,1042,Mahalli yemekleri denemelisin.,Тебе стоит попробовать местные блюда.
1043,1043,Makyajını çok beğendim.,Мне очень понравился твой макияж.
1044,1044,Merasimde protokol kurallarına uyuldu.,На церемонии соблюдались правила протокола.
1045,1045,Mercimek çorbası yaptım.,Я приготовил(а) чечевичный суп.
1046,1046,Mesai bitince eve gideriz.,По окончании рабочего дня мы идем домой.
1047,1047,Dairenin büyüklüğü kaç metrekare?,Какова площадь квартиры в квадратных метрах?
1048,1048,Mısır patlatıp film izledik.,Мы сделали попкорн и посмотрели фильм.
1049,1049,Mimar projeyi çizdi.,Архитектор нарисовал проект.
1050,1050,Yeni mobilyalar aldık.,Мы купили новую мебель.
1051,1051,Nemli havalarda eklemlerim ağrır.,В сырую погоду у меня болят суставы.
1052,1052,Oğlum askere gitti.,Мой сын ушел в армию.
1053,1053,Ödeme tarihini kaçırdım.,Я пропустил(а) срок платежа.
1054,1054,Padişah tüm ülkeyi yönetirdi.,Султан управлял всей страной.
1055,1055,Pamuklu kumaş yazın serin tutar.,Хлопковая ткань сохраняет прохладу летом.
1056,1056,Mısır Piramitleri'ni görmek istiyorum.,Я хочу увидеть Пирамиды в Египте.
1057,1057,Plajda güneşlendik.,Мы загорали на пляже.
1058,1058,Robotlar artık birçok işi yapıyor.,Роботы теперь выполняют много работы.
1059,1059,Romatizma ağrılarım arttı.,Мои ревматические боли усилились.
1060,1060,Sağanak yağmur başladı.,Начался ливень.
1061,1061,Satılık bir araba arıyoruz.,Мы ищем машину на продажу.
1062,1062,Seçim sonuçları açıklandı.,Результаты выборов объявлены.
1063,1063,Hava akşam serinliyor.,Вечером воздух становится прохладнее.
1064,1064,Sınav için çok çalıştım.,Я усердно готовился(ась) к экзамену.
1065,1065,Sirkte palyaçoları izledik.,Мы смотрели на клоунов в цирке.
1066,1066,Sisli havada araba kullanmak tehlikeli.,Водить машину в туманную погоду опасно.
1067,1067,Soslu makarna yaptım.,Я приготовил(а) макароны с соусом.
1068,1068,Sörf yapmayı öğrenmek istiyorum.,Я хочу научиться кататься на серфе.
1069,1069,Kitap fuarında bir stant kiraladık.,Мы арендовали стенд на книжной ярмарке.
1070,1070,Şelalenin sesi çok güzeldi.,Звук водопада был очень красив.
1071,1071,Antik tapınakları ziyaret ettik.,Мы посетили древние храмы.
1072,1072,Tarlaya buğday ektik.,Мы посадили пшеницу в поле.
1073,1073,Taşı kaldırmaya çalıştım.,Я попытался(ась) поднять камень.
1074,1074,Torunlarımı çok özledim.,Я очень соскучился(ась) по своим внукам.
1075,1075,Tuşlara hafifçe bas.,Нажимай на кнопки легко.
1076,1076,Bana yardım edeceğine dair vaatte bulundu.,Он/она пообещал(а) помочь мне.
1077,1077,Valizimi hazırladım.,Я приготовил(а) свой чемодан.
1078,1078,Vize başvurum reddedildi.,Моя визовая заявка была отклонена.
1079,1079,Yağmurluğumu yanıma aldım.,Я взял(а) с собой свой дождевик.
1080,1080,Yanardağ patlaması büyük bir felakete yol açtı.,Извержение вулкана привело к большой катастрофе.
1081,1081,Yoğunluk saatlerinde trafik çok kötü.,В часы пик движение очень плохое.
1082,1082,Kaygan yosunlara dikkat et.,"Осторожно, скользкие водоросли."
1083,1083,Yöresel kıyafetler giymişlerdi.,Они были одеты в местные костюмы.
1084,1084,Fiyatlar arttı,Цены выросли.
1085,1085,Kalabalık azaldı,Толпа уменьшилась.
1086,1086,Balık tutmaya gidiyoruz,Мы идем на рыбалку.
1087,1087,Duvarı boyayacağım,Я покрашу стену.
1088,1088,Arabayı çalıştıramıyorum,Я не могу завести машину.
1089,1089,Bir resim çiz,Нарисуй картину.
1090,1090,Denize daldı,Он нырнул в море.
1091,1091,Tatilimi güzel geçirdim,Я хорошо провел отпуск.
1092,1092,Hayalini gerçekleştirdi,Он осуществил свою мечту.
1093,1093,Plajda güneşleniyoruz,Мы загораем на пляже.
1094,1094,Onu ikna ettim,Я убедил его.
1095,1095,Toplantı iptal oldu,Собрание отменилось.
1096,1096,Hırsız kaçtı,Вор убежал.
1097,1097,Karar vermek zor,Трудно принять решение.
1098,1098,Kışın kartopu oynarız,Зимой мы играем в снежки.
1099,1099,Dağda kayak yapmayı severim,Я люблю кататься на лыжах в горах.
1100,1100,Teknede kürek çektik,Мы гребли на лодке.
1101,1101,Tahmin et kim geldi?,"Угадай, кто пришел?"
1102,1102,Gözlük takıyorum,Я ношу очки.
1103,1103,Tıraş olmam lazım,Мне нужно побриться.
1104,1104,Ambulans hemen geldi.,Скорая помощь приехала сразу.
1105,1105,Asansör bozuk merdivenleri kullanacağız.,"Лифт неисправен, мы воспользуемся лестницей."
1106,1106,Bu bilmeceyi çözemedim.,Я не смог(ла) разгадать эту загадку.
1107,1107,Cankurtaran plajda nöbet tutuyor.,Спасатель дежурит на пляже.
1108,1108,Cinlerle ilgili bir hikaye anlattı.,Он/она рассказал(а) историю о джиннах.
1109,1109,Deve çölde önemli bir hayvandır.,Верблюд — важное животное в пустыне.
1110,1110,Masallar diyarında kaybolduk.,Мы заблудились в стране сказок.
1111,1111,Bu şehrin bir efsanesi var.,У этого города есть легенда.
1112,1112,Evliya kabrini ziyaret ettik.,Мы посетили гробницу святого.
1113,1113,Komik bir fıkra anlattı.,Он/она рассказал(а) смешной анекдот.
1114,1114,Fırtına nedeniyle uçuşlar iptal edildi.,Из-за шторма рейсы отменены.
1115,1115,Hayran olduğum bir sanatçı.,"Артист, которым я восхищаюсь."
1116,1116,İnşaat bitmek üzere.,Строительство скоро завершится.
1117,1117,İtfaiyeci yangını söndürdü.,Пожарный потушил пожар.
1118,1118,Küçük bir kasabada büyüdüm.,Я вырос(ла) в маленьком городке.
1119,1119,Dedem kaval çalmayı biliyor.,Мой дед умеет играть на свирели.
1120,1120,Kıtlık büyük bir sorundu.,Голод был большой проблемой.
1121,1121,Konfeksiyon atölyesinde çalışıyor.,Он/она работает в швейной мастерской.
1122,1122,Köçek oyunu geleneksel bir gösteridir.,Танец кочека — традиционное представление.
1123,1123,Macera dolu bir hayat yaşıyor.,Он/она живет полной приключений жизнью.
1124,1124,Metrobüs hızlı bir ulaşım aracı.,Метробус — быстрый вид транспорта.
1125,1125,Nişanlımla tanışalı bir yıl oldu.,"Прошел год с тех пор, как я познакомился(ась) со своим женихом/невестой."
1126,1126,Ölümsüz bir aşk hikayesi.,Бессмертная история любви.
1127,1127,Ölümsüzlük birçok insanın hayalidir.,Бессмертие — мечта многих людей.
1128,1128,Tatil için bir pansiyon bulduk.,Мы нашли пансион для отпуска.
1129,1129,Santral görevlisi arıza bildirdi.,Дежурный на электростанции сообщил о неисправности.
1130,1130,Sebze yemeklerini severim.,Я люблю овощные блюда.
1131,1131,Sedefkâr çok güzel eserler yapıyor.,Мастер по перламутру создает очень красивые произведения.
1132,1132,Sihirli bir değnek istiyorum.,Я хочу волшебную палочку.
1133,1133,Sürü halinde uçuyorlardı.,Они летели стаей.
1134,1134,Tasta su verdim.,Я дал(а) воды в миске.
1135,1135,Tepeye çıkmak yorucuydu.,Подъем на холм был утомительным.
1136,1136,Uslu bir çocuk ol.,Будь послушным ребенком.
1137,1137,Vestiyerde paltomu bıraktım.,Я оставил(а) свое пальто в гардеробе.
1138,1138,Balıklar için yem aldım.,Я купил корм для рыб.
1139,1139,Yönetmen filmin çekimlerini bitirdi.,Режиссер закончил съемки фильма.
1140,1140,Onunla alay etme,Не смейся над ним.
1141,1141,Eşek anırıyor,Осел ревет.
1142,1142,Neredeyse boğuluyordum,Я почти утонул.
1143,1143,Buzdolabı bozuldu,Холодильник сломался.
1144,1144,Şehri fethettiler,Они завоевали город.
1145,1145,Sudan fışkırıyor,Вода бьет фонтаном.
1146,1146,Onu incitmek istemedim,Я не хотел обидеть его.
1147,1147,Otelde oda tuttuk,Мы забронировали номер в отеле.
1148,1148,Bu cevaba şaşırdım,Я удивлен этим ответом.
1149,1149,Çocuğu şımartıyorlar,Они балуют ребенка.
1150,1150,Sebze yetiştiriyoruz,Мы выращиваем овощи.
1151,1151,Konser afişini duvara astılar.,Они повесили концертный постер на стену.
1152,1152,Animasyon filmleri izlemeyi severim.,Я люблю смотреть анимационные фильмы.
1153,1153,Aşçı yemeği çok güzel pişirmiş.,Повар очень хорошо приготовил блюдо.
1154,1154,Partideki atmosfer çok iyiydi.,Атмосфера на вечеринке была очень хорошей.
1155,1155,Banka kartımı kaybettim.,Я потерял(а) свою банковскую карту.
1156,1156,Belgesel izlemeyi seviyorum.,Я люблю смотреть документальные фильмы.
1157,1157,Bilim kurgu romanları okumayı severim.,Я люблю читать научно-фантастические романы.
1158,1158,Bu bir bilimsel gerçektir.,Это научный факт.
1159,1159,Bulmaca çözmek beyni çalıştırır.,Разгадывание кроссвордов тренирует мозг.
1160,1160,Uzaktaki cismi göremedim.,Я не мог(ла) разглядеть предмет вдали.
1161,1161,Çığ tehlikesine karşı uyarıldık.,Нас предупредили об опасности схода лавины.
1162,1162,Çöpçü sabah erkenden geliyor.,Мусорщик приходит рано утром.
1163,1163,Damlacık yoluyla bulaşan hastalıklar var.,"Есть болезни, передающиеся воздушно-капельным путем."
1164,1164,Dedikodu yapmak iyi bir şey değil.,Сплетничать — это нехорошо.
1165,1165,O delikanlı çok yakışıklı.,Тот юноша очень красив.
1166,1166,Deprem anında sakin olmalısın.,Во время землетрясения нужно сохранять спокойствие.
1167,1167,Dikey bir çizgi çiz.,Нарисуй вертикальную линию.
1168,1168,Doğa yürüyüşüne çıktık.,Мы отправились в поход на природу.
1169,1169,Şimşek bir doğa olayıdır.,Молния — это природное явление.
1170,1170,Dünya çok büyük bir gezegen.,Земля — очень большая планета.
1171,1171,Elektrik enerjisi olmadan yaşayamayız.,Без электрической энергии мы не сможем жить.
1172,1172,Etrafa bakmadan karşıya geçme.,"Не переходи дорогу, не посмотрев по сторонам."
1173,1173,Fay hattı üzerinde bir şehirde yaşıyoruz.,"Мы живем в городе, расположенном на линии разлома."
1174,1174,Formunu korumak için spor yapıyor.,"Он/она занимается спортом, чтобы поддерживать форму."
1175,1175,Genişlik olarak tam uydu.,По ширине подошло идеально.
1176,1176,Gişe memuru biletimi kontrol etti.,Кассир проверил мой билет.
1177,1177,Yağmur sonrası gökkuşağı çıktı.,После дождя появилась радуга.
1178,1178,Güneş batıya doğru ilerliyor.,Солнце движется к западу.
1179,1179,Günlük tutmayı alışkanlık haline getirdim.,Я выработал(а) привычку вести дневник.
1180,1180,Hobim fotoğraf çekmek.,Мое хобби — фотографировать.
1181,1181,Hokkabaz gösterisi çok eğlenceliydi.,Представление фокусника было очень занимательным.
1182,1182,Hortum şehre büyük zarar verdi.,Торнадо нанес городу большой ущерб.
1183,1183,Ilıman iklimde yaşamayı tercih ederim.,Я предпочитаю жить в умеренном климате.
1184,1184,Bu işin başarılı olma ihtimali yüksek.,Вероятность успеха этого дела высока.
1185,1185,İklim değişikliği küresel bir sorundur.,Изменение климата — глобальная проблема.
1186,1186,İskeleye yanaşan gemiyi izledik.,"Мы наблюдали за кораблем, причаливающим к пристани."
1187,1187,Karanlıkta yalnız yürümekten korkuyorum.,Я боюсь ходить один(одна) в темноте.
1188,1188,Kırık bir dal gördüm.,Я увидел(а) сломанную ветку.
1189,1189,Klasik müzik dinlemeyi severim.,Я люблю слушать классическую музыку.
1190,1190,Pul koleksiyonum var.,У меня есть коллекция марок.
1191,1191,Komedi filmleri izlemek rahatlatıyor.,Просмотр комедийных фильмов расслабляет.
1192,1192,Karanlık korkusu çoğu çocukta var.,Страх темноты есть у большинства детей.
1193,1193,Köşk bahçesi çok bakımlı.,Сад особняка очень ухожен.
1194,1194,Kumda yürümek zor.,По песку идти трудно.
1195,1195,Kum fırtınası görüş mesafesini düşürdü.,Песчаная буря снизила видимость.
1196,1196,Kurak bölgelerde tarım zordur.,В засушливых регионах земледелие затруднено.
1197,1197,Kuraklık ürünleri etkiledi.,Засуха повлияла на урожай.
1198,1198,Meteorolojik uyarıları takip etmeliyiz.,Мы должны следить за метеорологическими предупреждениями.
1199,1199,Nem oranı yüksek.,Уровень влажности высокий.
1200,1200,Öğle yemeğini dışarıda yiyeceğiz.,Мы пообедаем на улице.
1201,1201,Özetini okudum kitap ilgimi çekti.,"Я прочитал(а) аннотацию, книга меня заинтересовала."
1202,1202,Polisiye roman okumayı severim.,Я люблю читать детективные романы.
1203,1203,Romantik bir film izledik.,Мы посмотрели романтический фильм.
1204,1204,Sel felaketinde evler sular altında kaldı.,Во время наводнения дома оказались под водой.
1205,1205,Sihirbaz numarası bizi şaşırttı.,Фокус фокусника удивил нас.
1206,1206,Sopa ile yere bir şeyler çizdi.,Он/она нарисовал(а) что-то на земле палкой.
1207,1207,Tamirci arabayı tamir etti.,Механик починил машину.
1208,1208,Teslim tarihini kaçırdık.,Мы пропустили срок сдачи.
1209,1209,Tozları temizledim.,Я убрал(а) пыль.
1210,1210,Toz fırtınası nedeniyle yol kapandı.,Дорога была закрыта из-за пыльной бури.
1211,1211,Tropik yağmur ormanları yağmurlu mevsimde daha da yeşillenir.,Тропические дождевые леса в сезон дождей становятся еще зеленее.
1212,1212,Tsunami uyarısı verildi.,Было объявлено предупреждение о цунами.
1213,1213,Volkanik patlama sonucu kül yağdı.,В результате извержения вулкана шел пепел.
1214,1214,Yatay çizgiyi cetvelle çiz.,Нарисуй горизонтальную линию линейкой.
1215,1215,Yatılı okulda okuyor.,Он/она учится в школе-интернате.
1216,1216,Yazlık kıyafetlerimi dolaptan çıkardım.,Я достал(а) свою летнюю одежду из шкафа.
1217,1217,Yer çekimi olmasa uçardık.,"Если бы не было гравитации, мы бы летали."
1218,1218,Yer kabuğu hareket halindedir.,Земная кора находится в движении.
1219,1219,Yıldırım düşmesi sonucu yangın çıktı.,В результате удара молнии возник пожар.
1220,1220,Hastane ziyaret saatleri belli.,Часы посещения в больнице установлены.
1221,1221,Güneş batıyor,Солнце садится.
1222,1222,Arabayı duvara çarptım,Я врезался машиной в стену.
1223,1223,Dağıtımı yarın yapacağız,Мы сделаем рассылку завтра.
1224,1224,Kuyrukta dizildik,Мы встали в очередь.
1225,1225,Göl dondu,Озеро замерзло.
1226,1226,Dişlerini fırçala,Почисть зубы.
1227,1227,Babam horluyor,Мой отец храпит.
1228,1228,Sözleşmeyi imzaladım,Я подписал контракт.
1229,1229,Hasta iyileşti,Пациент выздоровел.
1230,1230,Eski bir arkadaşımla karşılaştım,Я столкнулся со старым другом.
1231,1231,Su kaynıyor,Вода кипит.
1232,1232,Bana küstü,Он обиделся на меня.
1233,1233,Nişanlandılar,Они обручились.
1234,1234,Ateşi söndürdük,Мы потушили огонь.
1235,1235,Ayakkabılar sürtünüyor,Туфли натирают.
1236,1236,Malzemeleri tarttım,Я взвесил ингредиенты.
1237,1237,Kutuları taşıdım,Я перенес коробки.
1238,1238,Nehir taştı,Река вышла из берегов.
1239,1239,Afiş duvara yapıştı,Плакат прилип к стене.
1240,1240,Acele et geç kalacağız.,"Поторопись, мы опоздаем."
1241,1241,Kahvaltı için simit ve açma aldım.,Я купил(а) бублик и слоеную булочку на завтрак.
1242,1242,Alkollü içki kullanmıyorum.,Я не употребляю алкогольные напитки.
1243,1243,Bu kelimenin anlamını bilmiyorum.,Я не знаю значение этого слова.
1244,1244,Ayaküstü bir şeyler atıştırdık.,Мы перекусили на ходу.
1245,1245,Ayranı tuzlu severim.,Я люблю айран соленым.
1246,1246,Bagajı dolaba yerleştirdim.,Я поместил(а) багаж в багажник.
1247,1247,Çocuk bakıcısı arıyoruz.,Мы ищем няню для ребенка.
1248,1248,Kapalıçarşı'da tarihi bir bedesten var.,В Гранд-базаре есть исторический бедестан.
1249,1249,Briç oynamayı yeni öğreniyorum.,Я только учусь играть в бридж.
1250,1250,Çatalı masaya koydum.,Я положил(а) вилку на стол.
1251,1251,Çıkış kapısı nerede?,Где выход?
1252,1252,Dekoratif vazoyu rafa koydum.,Я поставил(а) декоративную вазу на полку.
1253,1253,Deneyimli bir eleman arıyorlar.,Они ищут опытного сотрудника.
1254,1254,Bu kumaşın deseni çok hoş.,Узор на этой ткани очень приятный.
1255,1255,Döviz kurları yükseliyor.,Курсы валют растут.
1256,1256,Ehliyetimi yenilemem gerekiyor.,Мне нужно обновить свои водительские права.
1257,1257,Ekip olarak harika iş çıkardık.,"Как команда, мы сделали отличную работу."
1258,1258,Geleneksel Türk kahvaltısı yaptık.,Мы приготовили традиционный турецкий завтрак.
1259,1259,Gözlemenin içine peynir koydum.,Я положил(а) сыр в гёзлеме.
1260,1260,Gürültüden uyuyamadım.,Я не мог(ла) спать из-за шума.
1261,1261,Güverteden denizi seyrettik.,Мы смотрели на море с палубы.
1262,1262,Tarihi bir handa konakladık.,Мы остановились в историческом караван-сарае.
1263,1263,Otobüs hattı değişmiş.,Автобусный маршрут изменился.
1264,1264,İhtiyaç listesi yaptım.,Я составил(а) список необходимого.
1265,1265,İş ilanına başvurdum.,Я подал(а) заявку на вакансию.
1266,1266,İnançlarına saygı duyuyorum.,Я уважаю твои убеждения.
1267,1267,İzin belgemi aldım.,Я получил(а) свой отпускной документ.
1268,1268,Karar vermeden önce iyi düşün.,"Хорошо подумай, прежде чем принимать решение."
1269,1269,Katmeri sıcak sıcak yemelisin.,Катмер нужно есть горячим.
1270,1270,Kestane kebap yapalım.,Давай приготовим жареные каштаны.
1271,1271,Kokoreç seviyor musun?,Ты любишь кокореч?
1272,1272,Kumpirin içine birçok malzeme koydum.,Я положил(а) много ингредиентов в кумпир.
1273,1273,Bana yardım etmen lazım.,Ты должен(должна) помочь мне.
1274,1274,Martılar ekmek kırıntılarını yedi.,Чайки съели хлебные крошки.
1275,1275,Nakit ödeme yapacağım.,Я расплачусь наличными.
1276,1276,Öncelik sağlık.,Здоровье — в приоритете.
1277,1277,Pide siparişi vereceğim.,Я закажу пиду.
1278,1278,Poğaçalar henüz sıcak.,Булочки ещё тёплые.
1279,1279,Bu koltuk çok rahat.,Этот стул очень удобный.
1280,1280,Rakibimiz çok güçlü.,Наш соперник очень силен.
1281,1281,Toplumun refahı için çalışıyoruz.,Мы работаем для благосостояния общества.
1282,1282,Sanatçı yeni bir albüm çıkardı.,Артист выпустил новый альбом.
1283,1283,Sandalla adaya gittik.,Мы отправились на остров на лодке.
1284,1284,Seyir defterini imzaladı.,Он/она подписал(а) судовой журнал.
1285,1285,Sıkışık trafikte saatlerce kaldık.,Мы часами стояли в плотном потоке машин.
1286,1286,Sınır kapısında uzun kuyruk vardı.,На пограничном пункте была длинная очередь.
1287,1287,Simit ve çay alabilir miyim?,Можно мне бублик и чай?
1288,1288,Siyasetçi halka seslendi.,Политик обратился к народу.
1289,1289,Sözleşmeyi imzalamadan önce oku.,Прочтите контракт перед подписанием.
1290,1290,Süre doldu.,Время истекло.
1291,1291,Öğleden sonra şekerleme yaptım.,Я вздремнул(а) после обеда.
1292,1292,Şiddet hiçbir sorunu çözmez.,Насилие не решает никаких проблем.
1293,1293,Tavla oynamayı öneriyorum.,Я предлагаю сыграть в нарды.
1294,1294,Tost makinesi bozuldu.,Тостер сломался.
1295,1295,Ud çalmayı öğrenmek istiyorum.,Я хочу научиться играть на уде.
1296,1296,Ünlü bir şarkıcı konser verdi.,Известная певица дала концерт.
1297,1297,Bu vakıf eğitime destek veriyor.,Этот фонд поддерживает образование.
1298,1298,Vatandaş olarak haklarımızı bilmeliyiz.,"Как граждане, мы должны знать свои права."
1299,1299,Vezne önünde sıra bekliyorlar.,Они ждут очереди перед кассой.
1300,1300,Bu yemek bu bölgede yaygın.,Это блюдо распространено в этом регионе.
1301,1301,Çalışmaya ara verelim,Давай сделаем перерыв в работе.
1302,1302,Bize bilgi verdi,Он предоставил нам информацию.
1303,1303,Kitabı bitirdim,Я закончил книгу.
1304,1304,Bana borç verir misin?,Не мог бы ты одолжить мне денег?
1305,1305,Üniversite ona burs verdi,Университет предоставил ему стипендию.
1306,1306,Sormaktan çekinme,Не стесняйся спрашивать.
1307,1307,Bulmacayı çözdüm,Я разгадал головоломку.
1308,1308,Acıya dayanamıyorum,Я не могу выносить боль.
1309,1309,Yeni bir tarif denedim,Я попробовал новый рецепт.
1310,1310,Bana destek verdi,Он поддержал меня.
1311,1311,Devam et,Продолжай.
1312,1312,Dikiş dikmeyi biliyor musun?,Ты умеешь шить?
1313,1313,Yolda dikkat et,Будь осторожен на дороге.
1314,1314,"Doydum, sağ ol","Я наелся, спасибо."
1315,1315,Tehlikenin farkında mısın?,Ты осознаешь опасность?
1316,1316,Gitar çalmayı öğreniyorum,Я учусь играть на гитаре.
1317,1317,Çabuk giyin,Одевайся быстрее.
1318,1318,Bana göz kırptı,Он подмигнул мне.
1319,1319,Ona güveniyorum,Я доверяю ему.
1320,1320,Kusurumu hoş gör,Прости мой недостаток.
1321,1321,Hakim karar verdi,Судья вынес приговор.
1322,1322,Islık çalıyor,Он насвистывает.
1323,1323,Bahçeyle ilgileniyor,Он ухаживает за садом.
1324,1324,Anahtarım kayboldu,Я потерял свои ключи.
1325,1325,Yolda kaymak tehlikelidir,Скользко на дороге опасно.
1326,1326,Kımıldama!,Не двигайся!
1327,1327,Et közledik,Мы зажарили мясо на углях.
1328,1328,Bankadan kredi aldım,Я взял кредит в банке.
1329,1329,Mola verelim,Давай сделаем перерыв.
1330,1330,Bu kazaya ne sebep oldu?,Что стало причиной этой аварии?
1331,1331,Döviz bozdurmam gerekiyor,Мне нужно обменять валюту.
1332,1332,Problem çıkarma,Не создавай проблем.
1333,1333,Bütün eşyalar arabaya sığdı,Все вещи поместились в машину.
1334,1334,Sıkıntı çekiyoruz,Мы испытываем трудности.
1335,1335,"Yoruldum, biraz soluklanayım","Я устал, дай мне перевести дух."
1336,1336,Balonu şişir,Надуй шарик.
1337,1337,Onu takip et,Следуй за ним.
1338,1338,Gömleği ütülemeliyim,Мне нужно погладить рубашку.
1339,1339,"Bebek ağlıyor, onu yatıştır","Ребенок плачет, успокой его."
1340,1340,Otobüse yetiştim,Я успел на автобус.
1341,1341,Onu zengin zannettim,"Я думал, что он богат."
1342,1342,Gazeteye abone oldum.,Я подписался(ась) на газету.
1343,1343,Acil durum çantası hazırladık.,Мы приготовили аварийный комплект.
1344,1344,İlk adımı atmak cesaret ister.,Сделать первый шаг требует смелости.
1345,1345,Araç kiralama şirketini aradım.,Я позвонил(а) в компанию по аренде автомобилей.
1346,1346,Araba arıza yaptı.,Машина сломалась.
1347,1347,Bedeli ne olursa olsun yapacağım.,"Я сделаю это, какой бы ни была цена."
1348,1348,Bileğim burkuldu.,Я вывихнул(а) запястье.
1349,1349,Su borusu patladı.,Водопроводная труба лопнула.
1350,1350,Büyüklüğü tam olarak ölçmedim.,Я не измерил(а) размер точно.
1351,1351,Büyüleyici bir performans sergiledi.,Он/она показал(а) завораживающее выступление.
1352,1352,Civarda bir market var mı?,Есть ли поблизости магазин?
1353,1353,Hepimiz dahil olduk.,Мы все были вовлечены.
1354,1354,Davranışından memnun değilim.,Я недоволен(довольна) его/ее поведением.
1355,1355,Depozito olarak kapora yatırdık.,Мы внесли залог в качестве депозита.
1356,1356,Doğalgaz faturası çok yüksek geldi.,Счет за природный газ пришел очень высоким.
1357,1357,Döşemeleri temizlettim.,Я заказал(а) чистку обивки.
1358,1358,Durumun farkındayım.,Я в курсе ситуации.
1359,1359,Eğitim hayatı uzun sürdü.,Его/ее обучение длилось долго.
1360,1360,Emlak ofisi açtı.,Он/она открыл(а) агентство недвижимости.
1361,1361,Endişeli bir şekilde bekliyordu.,Он/она ждал(а) с беспокойством.
1362,1362,Etkisi hemen görüldü.,Эффект был виден сразу.
1363,1363,Faturayı ödedim.,Я оплатил(а) счет.
1364,1364,Fiyatlar çok yükselmiş.,Цены сильно выросли.
1365,1365,Bu aletin birden fazla fonksiyonu var.,Этот прибор имеет несколько функций.
1366,1366,Garip bir ses duydum.,Я услышал(а) странный звук.
